,Ratings,sentiment,Reviews_fin
3444,2,0,"really, impressed, amazon, customer, service, commitment, customer, satisfactionusing, product, yeartouch, screen, awesomeexcellent, performancegood, sound, qualitypicture, quality, impressivebattery, life, improvedreally, guy, washed, iphone, thrice, running, water, used, soap, well, lucky, still, issue"
1976,1,0,"wellnothin, much, sayapple, always, apple"
4314,1,0,promised
2910,1,0,"tiny, particle, review, masterpiece, using, extensively, lot, office, work, using, vpn, time, cloud, related, mobile, development, lot, photography, everything, working, seamlessly, hardly, heating, problem, fact, stop, using, uwa, lens, focal, length, le, mm, thinking, sell, last, least, amazon, delivered, product, calcutta, suburb, hour, superb"
1469,2,0,"awesome, work, amazon, iphone, iphone"
2569,1,0,"awesome, product"
373,1,0,"battery, life, poor"
853,1,0,"satisfied, phone, pricing, perfect, making, buy, experience, iphone"
316,1,0,"within, day, phone, dead, dont, buy, seller, worst, product"
1217,2,0,"battery, get, one, week"
2381,1,0,"apple, never, disappoints, u"
1299,2,0,"showing, valid, imei, also, able, create, apple, id"
4425,1,0,"apple, iphone, value, money, people, dont, realise, dont, need, feature, buy, logo, tried, phone, last, yr, finally, settled, iphone, far, u, want, go, performance, mid, range, go, moto, mobile, camera, audio, quality, earphone, suck, u, want, go, look, display, camera, samsung, best, fault, earphone, volume, u, r, traveling, train, bus, earphone, volume, enough, watching, video, finally, shortcoming, overcome, apple, biggest, advantage, iphone, o, get, update, every, year, simplicity, o, processor, mile, ahead, android, processor, like, yr, old, easily, beat, galaxy, processor, thing, like, connecting, bluetoth, speaker, phone, cant, control, volume, bluetooth, speaker, precisely, iphone, reason, simple, o, last, yr, mean, basic, functionality, company, complete, control, o, android, mixture, google, company, software, like, miui, samsung, software, make, thing, messy, know, thing, doesnt, matter, normal, consumer, doesnt, make, iphone, waste, money, always, worth, u, buy, iphone, value, doesnt, decrease, rapidly, phone"
3606,2,0,"nice, experience"
1973,2,0,good
4400,1,0,"im, planning, buy, iphone, seeing, exchange, price, ive, changed, mind, ive, recently, bought, phone, moto, g, plus, k, month, back, guy, showing, exchange, price, around, r, lol, seriously, kidding, never, gonna, buy, sure"
2639,1,0,"good, product"
220,1,0,"cant, ask, budget, iphone, great, feature, best, feature, phone, dual, speaker, ip, awesome, camera, ois, great, full, hd, video, phone, performance, increase, io"
4062,1,0,good
706,1,0,"battery, life, hour, using, phone"
832,1,0,"good, quality"
968,1,0,awesome
1207,1,0,"best, buy"
4300,1,0,awesome
993,2,0,"bought, th, april, touch, working, kindly, suggest, done"
2821,1,0,"simply, fantastic"
121,1,0,"high, volume, call, voice, speaker, low, audible, seems, iphone, faulty"
706,1,0,"battery, life, hour, using, phone"
232,1,0,"worth, buying, bought, august, time, im, using, iphone, everything, good, speed, gaming, everything, really, excellent"
519,1,0,"luring, offer, tne, delivery, committments, unmatched, surely, hesitate, make, another, massive, payment, bet, another, device"
4232,1,0,"fab, deal, fab, producti, happy, purchased, amazonamazon, always, best, platform, buy, anythingthis, time, purchased, iphone, quality, gooddevice, issue, till, nowi, using, product, last, daysevery, thing, fineno, heat, battery, issuesdelivery, quick, primei, would, always, suggest, go, amazon, buying, electronic, deviceas, genuinemy, experience, good, purchasethankyou"
1890,1,0,"purchased, nov, rather, phone, get, heat, quicklyhelp, find, solution"
1203,1,0,"good, battery, life, le, need, improve"
380,1,0,"everything, ok, ph, heating, sy, day"
1492,1,0,"like, iphone"
3275,1,0,"awesome, phone"
4215,1,0,"superb, phone, excellentbattery, life, also, improved, lot, compared, sbest, class, design, speed, cameranothing, much, needed, saidgo, itgo, u, dnt, need, followingwater, resistant, phnstereo, speakersblack, colourelz, n, almost, everything"
4012,1,0,"lovely, phone, meet, need, good, upgrade, iphone, budget"
4251,2,0,"gift, person, obviously, happy, iphone"
2126,2,0,"good, battery, poor"
136,1,0,"unable, see, al, caller, name, restart, mobile, battery, overheating, many, technical, issue, manufacturing, november, dont, buy, waste, money, may, amazone, selling, refurbished, mobile"
3884,1,0,"purchase, threw, hdfc, card, nd, mon, emi, optionthn, percent, cash, back"
1415,1,0,"good, phonebattery, health"
2061,1,0,"good, size, big, expected"
489,1,0,"camera, upto, mark, battery, drain, fast, playing, game, nice"
2643,1,0,"best, quality, nice, product"
2014,2,0,"brand, value, stand, perfect"
1309,1,0,"nice, product"
397,1,0,"use, iphone, get, know, phone, best, seller, even, year"
3444,2,0,"really, impressed, amazon, customer, service, commitment, customer, satisfactionusing, product, yeartouch, screen, awesomeexcellent, performancegood, sound, qualitypicture, quality, impressivebattery, life, improvedreally, guy, washed, iphone, thrice, running, water, used, soap, well, lucky, still, issue"
1926,1,0,"every, thing, need, phone"
150,1,0,"hopeless, product, battery, backup"
4050,1,0,"started, hanging, heating"
31,1,0,"iphone, displaybatterycamera, sound, performance"
601,1,0,"please, call, talk, solve, problem, ph, getting, heat, hour, betry, also, drain, early"
4371,1,0,"either, sacrifice, use, feature, iphone, carry, iphone, charger, power, banksfor, like, charging, time, day, moderate, usageso, keeping, old, android, phone, secondary, phone"
2545,1,0,"awsm, phone"
4242,1,0,"received, phone, good, condition, time, used, sometime, problem, occurred, till, would, recommend"
1338,1,0,"battery, life, better"
2199,2,0,"iphone, received, refurbishedso, buyer, beware, thing"
3775,1,0,good
1207,1,0,"best, buy"
4070,1,0,"small, screen, even, bb, ram, slow"
1203,1,0,"good, battery, life, le, need, improve"
239,1,0,"received, dead, phone, proper, battery, backup, charge, get, down, suddenly, next, day, battery, health, showing, satisfied"
262,1,0,"bought, phone, rd, december, day, facing, battery, problemcharge, standing, alltoo, low, performancei, dont, watch, video, tooi, dont, know, contact, seller"
2389,1,0,"great, dont, expect, hang, ever, io, buggy"
3813,1,0,"pls, call, cam, working"
316,1,0,"within, day, phone, dead, dont, buy, seller, worst, product"
1119,1,0,"product, good, life, poor, one, month"
2497,1,0,"price, make, feel, good"
560,1,0,"like, better, newer, iphones, easily"
503,1,0,"fake, iphone, stopped, within, week, use, hardly, recommend, buy, store, somewhere, dealer"
4266,1,0,"never, buy, iphone, amazon, fraud, logi, bought, iphone, september, using, phone, month, facing, several, issue, battery, charging, device, automatic, restart, calling, time, sensor, working, visited, authorized, apple, service, center, bx, service, solution, india, pvt, ltd, city, center, mall, gurugram, service, center, denied, repair, product, initial, diagnosis, found, unauthorized, modification, device, mentioned, display, battery, cowlin, missing, exists, fingerprint, mark, well, authorized, service, center, declined, repair, device, per, phone, covered, warranty, per, apple, vmi, guideline"
1107,1,0,"apple, best, amazon, supporting, loved, product"
2830,1,0,excellent
436,1,0,"iphone, excellent, work, perfectly, next, level, camerasuper, fast, delivery, amazon"
179,2,0,"first, apple, mobile, used, nice, product, never, felt, like, buying, apple, mobile, product, apple, mobile, look, feel, good, saw, apple, felt, like, buying, product, without, seeing, feature, product, bit, costly, goodpicture, quality, good, sound, quality, good, touch, smooth, siri, feature, awesome, tooo, fast, fetching, detailsthe, dislike, apple, buy, apps, bit, costly"
80,1,0,"overal, good, got, ear, phone, charger, data, cable, brand, apple, another, one, bad, experience, amazon"
34,1,0,"ordered, gb, iphone, via, amazon, phone, arrived, time, well, packed, phone, absolutely, new, manufacturing, date, recent, asoctober, phone, definitely, excellent, upgrade, iphone, come, pre, loaded, io, extremely, fast, zippy, built, phone, superb, feel, extremely, premium, camera, amazing, sound, quality, loud, clear, output, overall, excellent, phone"
3969,1,0,"apple, phone, quality, good, fine, iphone, use, gaming, use, call, update, iso, battery, life, good, play, normal, game, phone, battery, fully, drain, hour"
519,1,0,"luring, offer, tne, delivery, committments, unmatched, surely, hesitate, make, another, massive, payment, bet, another, device"
1678,2,0,"sold, max, retail, price"
4398,1,0,"buy, google, pixel"
1333,1,0,"iphone, rocksexcellent, pricepromptly, delivered"
2969,1,0,"awesome, phone, awesome, battery, get, like, call, day, use, heavy, internet, mobile, still, battery, doesnt, drain, end, day, use, power, bank"
3769,2,0,best
3488,1,0,"please, dont, buy, amazon, promoting, lot, worth, one, bit, much, better, android, option, much, lower, price, please, dont, succumb, iphone, fantasy"
1786,2,0,nice
1465,1,0,good
2389,1,0,"great, dont, expect, hang, ever, io, buggy"
385,1,0,"missing, accessory, mm, lightning, adapter, promised, description"
3848,1,0,"like, product"
2533,1,0,awesome
2014,2,0,"brand, value, stand, perfect"
2029,1,0,
3930,1,0,"sure, apple, new, iphone, iphone, plus, amazing, theyre, fast, cool, new, camera, theyre, available, sleek, jet, black, finish, theyre, even, waterresistant, play, pokmon, go, rain, theyre, perfect, shell, new, phone, sure, consider, thing, arent, quite, perfect, apple, latest, model, headphone, jack, knew, coming, still, come, something, shock, venerable, headphone, jack, gone, apple, including, set, earbuds, work, iphone, lightning, port, well, dongle, let, connect, existing, headphone, phone, company, really, want, switch, wireless, headphone, something, emphasized, repeatedly, iphone, launch, event, want, charge, phone, also, wearing, headphone, thats, option, lead, u, airpods, arent, included, apple, new, wireless, earbuds, look, awesome, theyll, work, siri, apple, watch, automatically, pair, apple, device, icloud, theyre, wont, available, late, october, sure, lose, dongle, duallens, camera, available, apple, boast, new, duallens, camera, best, market, real, zoom, lens, ability, sort, slick, depthoffield, trick, may, indeed, smoke, smartphone, camera, bad, available, iphone, opt, smaller, le, expensive, iphone, still, get, camera, beat, one, iphone, thanks, better, lens, image, stabilization, best, market, going, get, scratched, cult, mac, point, apple, warned, new, cool, jet, black, paint, job, susceptible, fine, microabrasions, color, really, matter, since, youll, need, buy, new, case, sure, despite, new, color, iphone, look, almost, identical, model, replaces, look, deceiving, dimension, iphone, indeed, nearly, identical, last, year, model, new, camera, mean, camera, cutout, many, older, case, wont, fit, right, instead, headphone, cutout, bottom, youll, need, case, dual, speaker, cutout, iphone, new, stereo, speaker, bottom, line, prepared, spluge, new, case, go, new, phone, waterproof, may, see, reference, iphone, waterproof, apple, refers, splash, water, dust, resistant, warns, resistance, level, could, decrease, result, normal, wear, company, also, warns, phone, warranty, doesnt, cover, liquid, damage, may, want, avoid, temptation, take, new, iphone, shower, iphone, youre, fan, thats, great, youre, one, million, android, owner, globally, android, market, share, much, bigger, apple, io, another, opportunity, point, much, better, favorite, platform, android, phone, dont, share, problem"
2238,2,0,"heating, issue"
605,1,0,"battery, life, worst, drain, quickly, phone, get, heated, like, heater, wanna, get, iphone, go, expensive, one"
2207,1,0,good
613,1,0,"nice, phone, working, super, thank, amazon, fast, delivery"
145,1,0,"doubt, apple, product, premium, class, iphone, battery, back, issue, rest, superb, using, product, last, year, loving, upgrading, next, year"
