,Customer_name,Reviewed_date,Ratings,Reviews,Review_title
3968,jatinder kundra,17 June 2018,5.0 out of 5 stars,  well i needed to be back on iphone...was using pixel 2xl for a while because of its incredible camera...but otherwise i have been iphone user for past 3-4 years...this is the best looking iphone for me...so always wanted to have it in black color...missed it in sale in december...but got it dis tym for 33k dat includes discount on hdfc cards...camera is pretty average as per pixels standard...battery lyf as usual is poor...n iphone user wid charger or powerbank in hand is a common site in offices...but den ios 12 is buttery smooth on this...so far loving it.,
3969,Munnagkumar Anne,23 November 2017,5.0 out of 5 stars,"  Received the product within a hour landed in iphone care, due to hearing issue as well the metal body has a shock effect, you cannot return since it shows go to apple store amazon is not responsible",
3970,Siddharth Rai,21 May 2017,5.0 out of 5 stars,"  Got it from Appario Retail.Genuine, brand new, sealed in original packaging.(no lightning to 3.5mm converter however, no longer shipped I think, doesn’t looked like removed)Bill with IMEI and serial no. However will request a better copy as the one came along won’t last long.Assembled in India product as mentioned on box as well as on phone.Got registered automatically when started first. There is warranty info in settings which mentions expiry date exactly one year after.Battery is good like any other phone. Shows the health 100%. Easily last a day with normal usage.Don’t need to mention anything about phone features. If you know Apple, you know what you are buying.",
3971,Yeleesha Babu B,6 October 2017,2.0 out of 5 stars,  Extremely fast delivery. Amazing and stylish phone.If you are charging from the standard home plug then there isn't any overheating.It's heating when charging from the laptop using data cable.Also not good for low light photography.,
3972,Bharath Kumar,7 March 2019,5.0 out of 5 stars,"  I have been using this phone since 2017. Still works perfectly fine even today 4th of March 2019. The screen quality is good, also the battery, camera and sound quality is good. Also if you want to play games like PUBG, it works totally fine on the best graphics setting. It’s a good phone and is quiet durable. 2 years and still going.",
3973,jaywant,29 October 2018,1.0 out of 5 stars,"  Compared to the price the features and the quality that iPhones offer now make them too over priced. Also, Apple is not at all bothered about the Indian market. Apple maps does not support directions and other important search features. iPhone always need WiFi to backup and install apps larger than 150 MB. Now when I get 40 GB per month, of 4g data, for a plan of ~300 rupees why should I bother about WiFi.",
3974,Manikandan,19 August 2017,1.0 out of 5 stars,  Yet another “not disappointing” Apple product. The product is a genuine one. The seller can be trusted.,
3975,Golu,7 October 2017,5.0 out of 5 stars,  The product come in sealed box and all the accessories was present inside the box. The delivery was also before the time as usual . The only thing which i faced the adopter stop working after three weeks but that not a big problem as the product is under warranty i will replace it with the store . Rest everything is good and up to the mark .,
3976,Smita mohta,5 October 2017,1.0 out of 5 stars,  apple phone quality is very good and fine. but iphone 7 is not use for gaming. i 7 is use only call.  update iso 13.2 is battery life is not good.  i play a normal game in this phone battery fully drain in 1 hour.,
3977,Pranesh,8 April 2017,2.0 out of 5 stars,  Compact and elegant.Decent battery life.Need a case to protect the phone.,
3978,Amazon Customer,26 May 2017,5.0 out of 5 stars,"  After using for a period of 2 months I got a problem with its cameraU can yourself see in the picture, there is a spot in the pictureNow the spots are increasingVery bad experience",
3979,Smriti,4 March 2018,5.0 out of 5 stars,  The phone works great with its OS with great balance between performance and capabilities of all the apps that functions well. No need for the over exaggerated rams and processors sold by androids. When you just want things to work this iPhone does it well.,
3980,Simran,26 May 2017,3.0 out of 5 stars,  The phone is excellent quality and delivered in less than 1 day.,
3981,Iqbal Singh,5 December 2017,5.0 out of 5 stars,"  Delivery as expected, very fast. Performance of phone is good. Battery will sail you till 5 pm on medium usage. Otherwise no issues at all.",
3982,Rizwan,1 July 2021,5.0 out of 5 stars,  In three days battery capacity has drop down 2%. Apple care .Applecare people said there was no problem with the mobile..,
3983,Nilpaban Das,14 June 2017,5.0 out of 5 stars,  product is as seen and with good quality.I have received my product in good condition.The Durability and Quality of the product is very good.,
3984,Bharath Kumar,7 March 2019,5.0 out of 5 stars,"  Perfect iPhone for not so much into camera people. Has all the latest updates, fingerprint sensor is great and size is perfect for one hand use. The only choice is battery size. 32 is too less.",
3985,jaywant,29 October 2018,1.0 out of 5 stars,  I Love my Iphone 7. Quality product.Only drawback is low light photos are not that good. Everything else is superb.,
3986,Amazon Customer,22 September 2017,1.0 out of 5 stars,"  I was a android user and bought this beauty in 2018 ,still it’s worth to buy this , what a performance. I start love this IOS . Apps are very well controlled and it’s help for this lack less performance. New haptic engine and Touch ID, water resistant, makes this phone as stunning one .",
3987,Vineet Pai,20 May 2017,5.0 out of 5 stars,  Worst phone. It’s a 10 days old phone and I have come across n number of issues. Please don’t buy it online.,
3988,Amazon Customer,11 July 2017,1.0 out of 5 stars,  This phone is amazing excluding Battery life. Poor battery life. Good service by Amazon,
3989,santanu singh,27 January 2018,1.0 out of 5 stars,"  I was skeptical buying a phone online, but took the chance on Amazon. I have used the phone for a year + and its still going strong. The battery life is not as great as it used to be after using for one year +.",
3990,Blackbird,20 May 2017,5.0 out of 5 stars,  Awesome 😊 Lovely! This one os superb and performance is also good.,
3991,Debjyoti S.,13 May 2017,5.0 out of 5 stars,"  Just does what it's meant for. A gift for mom, she finds it convenient.Battery life is short.",
3992,Amazon Customer,11 July 2017,1.0 out of 5 stars,  It’s been six months and the battery dies off fast . Please don’t buy this product,
3993,Manish Singh,12 August 2017,5.0 out of 5 stars,  heating issue after continue useing 15min.also battery backup are not good. you need to attached power bank.sometime you can get network issue.,
3994,Debashish S.,17 May 2017,5.0 out of 5 stars,"  Nice phone, just purchased on 04th January 2021, camera , battery, sounds everything is osm.",
3995,Amazon Customer,8 April 2017,5.0 out of 5 stars,"  Just for a brand name, purchased this but believe me that in the name of a IPhone it is just a simple phone. From my point of view, 5000 rs smartphones have better features than this. Don't ever buy Apple products like this.",
3996,Bharath Kumar,7 March 2019,5.0 out of 5 stars,  Network goes again & again. Speed is too slow. Need to restart again & again to get decent speed.Didn't get service from Amazon in returning. 2-3 complains dodge yet no action taken. I will never use Apple again even using Apple from last 10 years.Apple service is no more satisfactory now.,
3997,jaywant,29 October 2018,1.0 out of 5 stars,  All said and done its just to own an iPhone that you should buy the iPhone 7.  Battery life and camera are pathetic.,
3998,Amazon Customer,20 September 2017,4.0 out of 5 stars,  Iphone user since 2 years. This phone still beats the android phones even under 30 to 40k.,
3999,Omprakash G.,14 March 2017,5.0 out of 5 stars,  Apple is Apple. I chose it for office sim purpose and ok for that. But for personal use i will recommend Samsung Note series,
4000,Praveen ,24 September 2017,5.0 out of 5 stars,  Camera quality is awesome finger print work superb but battery life is average.,
4001,Richu Antony,27 March 2017,5.0 out of 5 stars,  Performance and features are Great but battery is drains quickly.,
4002,koustav das,6 April 2017,5.0 out of 5 stars,  Apple always come with perfection and quality. And feel secure to use phones,
4003, Vaibhav,9 April 2017,5.0 out of 5 stars,  Back button was helpful in android. And also control center and all are not customizable. I dont want the partial bluetooth off.,
4004,Ankit Pandey,16 October 2018,5.0 out of 5 stars,  Incoming call sound very low don’t purchase,
4005,Bharat Singh Chauhan,19 May 2017,5.0 out of 5 stars,  Really awesome...at finally My dream full fill... thankyou amazon & green mobiles. Loved it. You people are amazing... Fast delivery... that is amazon.,
4006,Amazon Customer,17 August 2017,1.0 out of 5 stars,  Easy to hold and sleek design with great functionality.,
